Площадь,Количество комнат,Этаж,Количество этажей в доме,Цена,Адрес,Изображения,Описание,S3_изображения,Количество_фото
29.0,1,9,16,50000,"ЖК «Эко Бунино», 4 квартал 2024","['avatars.mds.yandex.net/get-realty-offers/15037245/1cf4c1a3-e902-4b0f-8f02-fc2e97b2b4ca/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14363166/ae1283c1-6e72-49d7-842f-ff38b34863fa/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14373170/e659c159-f8ea-4b37-b758-62f2803adaba/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16805947/fb0b89e1-0aff-46a5-baf3-86a3e0cd09e8/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17720277/f5f5eeee-e7d0-4569-bc9b-da9cf5f49944/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 29 кв.м. с евроремонтом на 9 этаже в 16-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник Дом - монолитный, окна выходят во двор. В подъезде 4 лифта - 2 грузовых и","['s3://realty-images/flats/1991/image_1.jpg', 's3://realty-images/flats/1991/image_2.jpg', 's3://realty-images/flats/1991/image_3.jpg', 's3://realty-images/flats/1991/image_4.jpg', 's3://realty-images/flats/1991/image_5.jpg']",5
38.0,1,11,16,70000,"Жилой район «Скандинавия», 1 квартал 2022","['avatars.mds.yandex.net/get-realty-offers/14021747/bfcfc598-3d65-4996-b666-e6701064c672/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18141612/b1b1e52e-b3af-490c-a98c-a050d95802d0/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10144950/5925f61e-1ff0-4fa4-8cbd-5abb89db835a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15204576/c09659cf-2c77-42e1-870e-d8be33c27b1c/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17711177/16d1026d-afc0-4d95-beca-6fc448ad89cd/app_snippet_large']",Сдаётся 1-комнатная квартира площадью 38 кв.м. с дизайнерским ремонтом на 11 этаже в 16-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Кондиционер  Микроволновка Дом -,"['s3://realty-images/flats/1992/image_1.jpg', 's3://realty-images/flats/1992/image_2.jpg', 's3://realty-images/flats/1992/image_3.jpg', 's3://realty-images/flats/1992/image_4.jpg', 's3://realty-images/flats/1992/image_5.jpg']",5
72.0,2,11,78,250000,"МФК NEVA TOWERS, 4 квартал 2019","['avatars.mds.yandex.net/get-realty-offers/13745223/d5ac89c9-7757-46a6-b6fc-53003adcf2ff/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17824425/9e1e7a62-4c81-4b53-9622-8eb8d24f10c0/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13693183/165f4006-5858-430a-b63f-9dfd21ef2ed3/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10501146/441c5cb1-3562-4891-8b65-93d6bc816fc4/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18870748/661af954-f0af-4ae1-b3ca-3e38ed066342/app_snippet_large']","Id 60861. РЕАЛЬНЫЙ ОБЪЕКТ! Сдаём в аренду великолепные апартаменты в сердце Москвы, всего в двух минутах пешком от станции метро Москва-Сити. Из окон открывается живописный вид на улицы мегаполиса. Квартира выполнена в дизайнерском стиле, что придаёт","['s3://realty-images/flats/1993/image_1.jpg', 's3://realty-images/flats/1993/image_2.jpg', 's3://realty-images/flats/1993/image_3.jpg', 's3://realty-images/flats/1993/image_4.jpg', 's3://realty-images/flats/1993/image_5.jpg']",5
42.0,1,7,41,140000,"ЖК Headliner, 1 квартал 2025","['avatars.mds.yandex.net/get-realty-offers/14332645/3b017260-09e4-47d7-8a23-33f0f552860c/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14770411/d4b97d9a-bfd1-4b74-a302-0e66109c35ce/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14807254/7a230b55-7948-4e61-bfe7-1dcc72cac550/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18101215/a4aae19a-8706-4383-8ea4-aac1b45e7d7a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/11556715/8a36fdb2-0769-4eca-9c65-0b32109aa303/app_snippet_large']","Id 61374. Вашему вниманию предлагаются прекрасные апартаменты в престижном ЖК ""Headliner"" на длительный срок. Сдается впервые. Никто не проживал. Ремонт по индивидуальному дизайн-проекту. Всё абсолютно новое, в идеальном состоянии. В квартире имеется","['s3://realty-images/flats/1994/image_1.jpg', 's3://realty-images/flats/1994/image_2.jpg', 's3://realty-images/flats/1994/image_3.jpg', 's3://realty-images/flats/1994/image_4.jpg', 's3://realty-images/flats/1994/image_5.jpg']",5
55.0,2,14,19,85500,"ЖК «Город», 4 квартал 2018","['avatars.mds.yandex.net/get-realty-offers/14717586/07859b4d-fc3a-402b-ac73-0b9f23628900/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15224678/420a7f60-10ab-47e6-aea1-7d4023116995/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15540911/d21c961d-3d1a-4207-99de-1be7ac173afe/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16258130/17a70938-60f2-4713-a66c-e7f242c37717/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16304208/c22b3044-389e-4398-81db-41828dcb8e6d/app_snippet_large']","Сдаётся 2-комнатная квартира площадью 55 кв.м. с евроремонтом на 14 этаже в 19-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Кондиционер Дом - монолитный, окна выходят на улицу. В подъезде 2 лифта","['s3://realty-images/flats/1995/image_1.jpg', 's3://realty-images/flats/1995/image_2.jpg', 's3://realty-images/flats/1995/image_3.jpg', 's3://realty-images/flats/1995/image_4.jpg', 's3://realty-images/flats/1995/image_5.jpg']",5
38.0,2,4,14,52000,"ЖК «Новое Внуково», 2 квартал 2023","['avatars.mds.yandex.net/get-realty-offers/14373170/7d275264-cc3f-4f70-9b7c-ddc1d599dac7/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14363166/4762edb1-cd53-4099-9f74-2accba2f7e49/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16805947/45c5008b-7fba-4902-8d49-119057171693/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14373170/4b832e03-f12a-4d47-9251-f5bc174be034/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16293048/e49d5d94-4918-4875-8d10-2255baa5ff80/app_snippet_large']",Заезд возможен с 16.04.2026. Сдаётся 2-комнатная квартира площадью 38 кв.м. с дизайнерским ремонтом на 4 этаже в 14-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Кондиционер Дом - кирпичный. В,"['s3://realty-images/flats/1996/image_1.jpg', 's3://realty-images/flats/1996/image_2.jpg', 's3://realty-images/flats/1996/image_3.jpg', 's3://realty-images/flats/1996/image_4.jpg', 's3://realty-images/flats/1996/image_5.jpg']",5
45.0,2,12,30,89000,"ЖК «Баланс», 3 квартал 2022","['avatars.mds.yandex.net/get-realty-offers/15174711/b5b719e9-7c4f-44a5-8d96-5f457e587d69/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16146422/4d8d23aa-0098-4a9d-8124-f57fa1d67490/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14773815/2b8c380b-1e29-4f19-b494-98a620d4dc54/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13814138/5bf8220e-2cd5-4ec5-a16b-b2f4196898b7/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14767060/819c453d-da29-4ac0-8e2b-96b6908191fd/app_snippet_large']","Сдаётся евротрёшка площадью 42 кв.м. с дизайнерским ремонтом на 12 этаже в 30-этажном доме. Укомплектована набором посуды, установлен биокамин. Из техники есть:  Телевизор  Духовой шкаф  Варочная поверхность  Стиральная машина  Холодильник","['s3://realty-images/flats/1997/image_1.jpg', 's3://realty-images/flats/1997/image_2.jpg', 's3://realty-images/flats/1997/image_3.jpg', 's3://realty-images/flats/1997/image_4.jpg', 's3://realty-images/flats/1997/image_5.jpg']",5
39.0,1,4,11,138000,"ЖК KAZAKOV Grand Loft, 3 квартал 2022","['avatars.mds.yandex.net/get-realty-offers/9888222/60d6ac69-7f01-4fe9-92f6-fd307a5d6c6c/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/11530546/5e4f85ed-0344-4c0a-a463-b038643ebdd8/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13745081/8c07a15c-db1e-41d7-a5c5-72a2d3dc13f1/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13745081/c011731e-b33b-48df-9f4a-a18030dd2802/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16146422/fb599776-1fae-4582-b7f5-4f7b5841341b/app_snippet_large']",Сдаётся 1-комнатная квартира площадью 39 кв.м. с дизайнерским ремонтом на 4 этаже в 8-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Кондиционер  Пылесос Дом -,"['s3://realty-images/flats/1998/image_1.jpg', 's3://realty-images/flats/1998/image_2.jpg', 's3://realty-images/flats/1998/image_3.jpg', 's3://realty-images/flats/1998/image_4.jpg', 's3://realty-images/flats/1998/image_5.jpg']",5
65.0,3,6,9,62000,"Косинская улица,18к2","['avatars.mds.yandex.net/get-realty-offers/12691177/f1ada2f0-6705-4cb3-934f-b407cdb3a2e2/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/9896606/005f76f7-b93e-4b1e-8076-2019f1fc8a35/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15480901/79fb1b21-26a8-491c-9814-70681560475a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/19509862/dc0072f2-6427-4ca3-a8df-808fcb1284e2/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10144950/a342802d-5f80-48ae-ba5a-60ebd0465e90/app_snippet_large']","Заезд возможен с 26.04.2026. Сдаётся 3-комнатная квартира площадью 65 кв.м. с косметическим ремонтом на 6 этаже в 9-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Холодильник  Микроволновка  Пылесос Дом - панельный,","['s3://realty-images/flats/1999/image_1.jpg', 's3://realty-images/flats/1999/image_2.jpg', 's3://realty-images/flats/1999/image_3.jpg', 's3://realty-images/flats/1999/image_4.jpg', 's3://realty-images/flats/1999/image_5.jpg']",5
36.0,1,19,25,80000,"Кольская 8, 3 квартал 2025","['avatars.mds.yandex.net/get-realty-offers/17824425/588075f1-79c9-4c9c-a5ac-ce06fe574230/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/12719313/17900036-c99a-4907-b695-39783187dbec/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14785354/4a4b3197-b5d8-4a0c-9406-4812eb02c47f/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10238482/c612f35a-f9b7-4f4f-9f2b-cb00424be779/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16304208/1a3a2107-4a72-4a0d-9498-86796e2af81c/app_snippet_large']",Сдаётся 1-комнатная квартира площадью 36 кв.м. с евроремонтом на 19 этаже в 25-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Сушильная машина  Холодильник  Посудомоечная машина  Кондиционер,"['s3://realty-images/flats/2000/image_1.jpg', 's3://realty-images/flats/2000/image_2.jpg', 's3://realty-images/flats/2000/image_3.jpg', 's3://realty-images/flats/2000/image_4.jpg', 's3://realty-images/flats/2000/image_5.jpg']",5
83.0,3,8,19,157500,"ЖК «Кварталы 21/19», 4 квартал 2021","['avatars.mds.yandex.net/get-realty-offers/12738695/2b768ce3-af4b-46bf-b46b-418965e7503d/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14770411/e2ba2d70-65eb-44b0-b530-1334a7b9b87f/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/12738695/35ee87ec-6fd2-4ca7-bde0-ba94a44f3689/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13943257/6f97c601-f7b7-4ed3-ac2e-58d13ba3d486/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10144950/25986d97-cef1-4f3c-b7ed-6d3039ec0c47/app_snippet_large']",Заезд возможен с 15.04.2026. Сдаётся 3-комнатная квартира площадью 83 кв.м. с дизайнерским ремонтом на 8 этаже в 9-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Сушильная машина  Холодильник,"['s3://realty-images/flats/2001/image_1.jpg', 's3://realty-images/flats/2001/image_2.jpg', 's3://realty-images/flats/2001/image_3.jpg', 's3://realty-images/flats/2001/image_4.jpg', 's3://realty-images/flats/2001/image_5.jpg']",5
32.1,1,19,25,57750,"Кузьминский лес, 4 квартал 2025","['avatars.mds.yandex.net/get-realty-offers/15389651/cf915541-ce9d-4f93-bf81-a0d64bf8683e/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/9897712/4134046f-70e6-490f-a73b-3e19fd64fc1a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14919148/ed558c9c-0585-4254-abf2-6655995edc10/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15438525/513bb693-fa9f-4724-9c66-f576412659be/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16215124/80b80df0-a23b-4cd0-9b0a-80f4ac80d03f/app_snippet_large']","Лот квартира №423964. ВЫГОДА - Без залога - Платите арендный платеж картой любого Банка, кредитной/дебетовой и получайте бонусы в соответствии с условиями Банка - Без комиссии УСЛОВИЯ - Минимальный срок аренды 11 мес. - Без детей - Без животных -","['s3://realty-images/flats/2002/image_1.jpg', 's3://realty-images/flats/2002/image_2.jpg', 's3://realty-images/flats/2002/image_3.jpg', 's3://realty-images/flats/2002/image_4.jpg', 's3://realty-images/flats/2002/image_5.jpg']",5
48.0,2,18,25,68500,ЖК «Союзный»,"['avatars.mds.yandex.net/get-realty-offers/14773815/98daa68c-b5ca-46d3-a790-b6b1d5c1e2c9/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15540911/077b3a0b-86e6-4171-8b8a-70cf5072d8ea/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14546183/97a14478-29a4-4051-8bd8-04c7f0595781/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14363166/26ea1ece-d5cf-4e6a-a62b-2c23402ccd09/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13853239/a05fb305-8e49-498c-afcb-70b6026df86b/app_snippet_large']","Сдаётся 2-комнатная квартира площадью 48 кв.м. с дизайнерским ремонтом на 18 этаже в 25-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина Дом - монолитный, окна выходят на улицу.","['s3://realty-images/flats/2003/image_1.jpg', 's3://realty-images/flats/2003/image_2.jpg', 's3://realty-images/flats/2003/image_3.jpg', 's3://realty-images/flats/2003/image_4.jpg', 's3://realty-images/flats/2003/image_5.jpg']",5
